Age,Gender,Education Level,Job Title,Years of Experience,Salary
50,0,3,10,19,190000
36,1,1,117,6,75000
48,0,4,157,17,170000
31,1,2,116,3,50000
29,0,1,42,4,55000
45,1,3,97,13,130000
25,0,2,118,1,35000
41,1,1,10,12,120000
35,0,4,157,9,95000
23,1,1,121,1,35000
42,0,3,24,14,140000
26,1,2,119,2,40000
32,0,1,34,8,80000
27,1,4,97,4,55000
50,0,3,10,19,190000
36,1,1,117,6,140000
37,1,3,97,11,110000
26,0,1,121,2,40000
42,1,4,10,15,150000
33,0,2,118,4,55000
29,1,1,119,5,70000
45,0,3,34,16,160000
24,1,2,116,1,35000
39,0,1,42,10,100000
31,1,4,157,7,90000
27,0,3,24,3,50000
43,1,1,10,14,140000
28,0,2,121,2,40000
50,1,4,97,18,180000
35,0,1,118,7,90000
23,1,1,119,1,35000
41,0,3,34,12,120000
26,1,2,42,3,45000
32,0,1,117,8,80000
27,1,4,97,4,55000
50,0,3,10,18,180000
36,1,1,121,6,75000
48,0,4,157,19,190000
31,1,2,84,3,40000
29,0,1,117,5,70000
45,1,3,34,15,150000
25,0,2,116,1,35000
41,1,1,42,12,120000
35,0,4,97,8,80000
23,1,1,118,1,35000
42,0,3,119,13,130000
26,1,2,24,2,40000
32,0,1,10,7,90000
27,1,4,121,4,55000
50,0,3,157,18,180000
36,1,1,84,3,45000
48,0,4,34,19,190000
31,1,2,116,3,50000
29,0,1,42,4,55000
45,1,3,97,13,130000
25,0,2,118,1,35000
41,1,1,10,12,120000
35,0,4,157,9,95000
23,1,1,121,1,35000
42,0,3,24,14,140000
26,1,2,119,2,40000
32,0,1,34,8,80000
27,1,4,97,4,55000
50,0,3,10,19,190000
36,1,1,117,6,75000
48,0,4,157,17,170000
31,1,2,116,3,50000
29,0,1,42,4,55000
45,1,3,97,13,130000
25,0,2,118,1,35000
41,1,1,10,12,120000
35,0,4,157,9,95000
23,1,1,121,1,35000
42,0,3,24,14,140000
26,1,2,119,2,40000
32,0,1,34,8,80000
27,1,4,97,4,55000
50,0,3,10,19,190000
36,1,1,117,6,75000
48,0,4,157,17,170000
31,1,2,116,3,50000
29,0,1,42,4,55000
45,1,3,97,13,130000
25,0,2,118,1,35000
41,1,1,10,12,120000
35,0,4,157,9,95000
23,1,1,121,1,35000
42,0,3,24,14,140000
26,1,2,119,2,40000
32,0,1,34,8,80000
27,1,4,97,4,55000
50,0,3,10,19,190000
36,1,1,117,6,75000
48,0,4,157,17,170000
31,1,2,116,3,50000
29,0,1,42,4,55000
45,1,3,97,13,130000
25,0,2,118,1,35000
41,1,1,10,12,120000
35,0,4,157,9,95000
23,1,1,121,1,35000
42,0,3,24,14,140000
26,1,2,119,2,40000
32,0,1,34,8,80000
27,1,4,97,4,55000
50,0,3,10,19,190000
36,1,1,117,6,75000
48,0,4,157,17,170000
31,1,2,116,3,50000
29,0,1,42,4,55000
45,1,3,97,13,130000
25,0,2,118,1,35000
41,1,1,10,12,120000
35,0,4,157,9,95000
23,1,1,121,1,35000
42,0,3,24,14,140000
26,1,2,119,2,40000
32,0,1,34,8,80000
27,1,4,97,4,55000
50,0,3,10,19,190000
36,1,1,117,6,75000
48,0,4,157,17,170000
31,1,2,116,3,50000
29,0,1,42,4,55000
45,1,3,97,13,130000
25,0,2,118,1,35000
41,1,1,10,12,120000
35,0,4,157,9,95000
23,1,1,121,1,35000
42,0,3,24,14,140000
26,1,2,119,2,40000
32,0,1,34,8,80000
27,1,4,97,4,55000
50,0,3,10,19,190000
36,1,1,117,6,75000
48,0,4,157,17,170000
31,1,2,116,3,50000
29,0,1,42,4,55000
45,1,3,97,13,130000
25,0,2,118,1,35000
38,1,3,97,12,120000
27,0,1,121,3,45000
43,1,4,10,16,160000
34,0,2,118,5,70000
30,1,1,119,6,75000
46,0,3,34,17,170000
25,1,2,116,1,35000
40,0,1,42,11,110000
32,1,4,157,8,80000
28,0,3,24,4,55000
44,1,1,10,15,150000
29,0,2,121,2,40000
51,1,4,97,19,190000
36,0,1,118,8,80000
24,1,1,119,1,35000
42,0,3,34,13,130000
27,1,2,42,3,45000
33,0,1,117,7,90000
28,1,4,97,4,55000
51,0,3,10,19,190000
37,1,1,121,7,90000
49,0,4,157,20,200000
32,1,2,84,3,40000
30,0,1,117,5,70000
46,1,3,34,16,160000
26,0,2,116,1,35000
42,1,1,42,13,130000
36,0,4,97,9,95000
24,1,1,118,1,35000
43,0,3,119,14,140000
27,1,2,24,2,40000
33,0,1,10,7,90000
28,1,4,121,4,55000
51,0,3,157,19,190000
37,1,1,84,6,75000
49,0,4,34,20,200000
32,1,2,116,3,50000
30,0,1,42,4,55000
46,1,3,97,14,140000
26,0,2,118,1,35000
42,1,1,10,13,130000
36,0,4,157,10,100000
24,1,1,121,1,35000
43,0,3,24,15,150000
27,1,2,119,2,40000
33,0,1,34,8,80000
28,1,4,97,4,55000
51,0,3,10,19,190000
37,1,1,117,7,90000
49,0,4,157,20,200000
32,1,2,84,3,40000
30,0,1,119,5,70000
46,1,3,34,16,160000
26,0,2,116,1,35000
42,1,1,42,13,130000
36,0,4,97,9,95000
24,1,1,118,1,35000
43,0,3,119,14,140000
27,1,2,24,2,40000
33,0,1,10,7,90000
28,1,4,121,4,55000
51,0,3,157,19,190000
37,1,1,84,6,75000
49,0,4,34,20,200000
32,1,2,116,3,50000
30,0,1,42,4,55000
46,1,3,97,14,140000
26,0,2,118,1,35000
42,1,1,10,13,130000
36,0,4,157,10,100000
24,1,1,121,1,35000
43,0,3,24,15,150000
27,1,2,119,2,40000
33,0,1,34,8,80000
28,1,4,97,4,55000
51,0,3,10,19,190000
37,1,1,117,7,90000
49,0,4,157,20,200000
32,1,2,84,3,40000
30,0,1,119,5,70000
46,1,3,34,16,160000
26,0,2,116,1,35000
42,1,1,42,13,130000
36,0,4,97,9,95000
24,1,1,118,1,35000
43,0,3,119,14,140000
27,1,2,24,2,40000
33,0,1,10,7,90000
28,1,4,121,4,55000
51,0,3,157,19,190000
37,1,1,84,6,75000
49,0,4,34,20,200000
32,1,2,116,3,50000
30,0,1,42,4,55000
46,1,3,97,14,140000
26,0,2,118,1,35000
42,1,1,10,13,130000
36,0,4,157,10,100000
24,1,1,121,1,35000
43,0,3,24,15,150000
27,1,2,119,2,40000
33,0,1,34,8,80000
28,1,4,97,4,55000
51,0,3,10,19,190000
37,1,1,117,7,90000
49,0,4,157,20,200000
32,1,2,84,3,40000
30,0,1,119,5,70000
46,1,3,34,16,160000
26,0,2,116,1,35000
42,1,1,42,13,130000
36,0,4,97,9,95000
24,1,1,118,1,35000
43,0,3,119,14,140000
27,1,2,24,2,40000
33,0,1,10,7,90000
28,1,4,121,4,55000
51,0,3,157,19,190000
37,1,1,84,6,75000
49,0,4,34,20,200000
32,1,2,116,3,50000
30,0,1,42,4,55000
46,1,3,97,14,140000
26,0,2,118,1,35000
